subset,condition,seed,n,positive,negative,status,roc_auc,ap,f1_val_threshold,p_at_5pct,r_at_10fpr,budget,cutoff_tie_rows,selected_from_cutoff_tie,cutoff_tie_positive,tie_p5_min,tie_p5_max
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,42,8422,7,8415,DESCRIPTIVE,0.6787029963500553,0.002919351763532946,0.011111111111111112,0.002369668246445498,0.14285714285714285,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,123,8422,7,8415,DESCRIPTIVE,0.7703250997368645,0.004059127663518434,0.007692307692307693,0.002369668246445498,0.42857142857142855,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,456,8422,7,8415,DESCRIPTIVE,0.6921144215261862,0.0024543387542589894,0.008583690987124463,0.002369668246445498,0.2857142857142857,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,789,8422,7,8415,DESCRIPTIVE,0.7525337407690349,0.003915904750908703,0.011834319526627219,0.004739336492890996,0.42857142857142855,422,1,1,0,0.004739336492890996,0.004739336492890996
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,1024,8422,7,8415,DESCRIPTIVE,0.7360835243188184,0.0032899318010091464,0.006309148264984227,0.002369668246445498,0.2857142857142857,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,42,8422,7,8415,DESCRIPTIVE,0.6889567948391477,0.001854542625017342,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,123,8422,7,8415,DESCRIPTIVE,0.7091418385536032,0.0017226326391287555,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,456,8422,7,8415,DESCRIPTIVE,0.5929038281979458,0.001274189622633795,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,789,8422,7,8415,DESCRIPTIVE,0.635531788472965,0.0013306030951139634,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,1024,8422,7,8415,DESCRIPTIVE,0.7230965113318055,0.0019638645208663956,0.0,0.002369668246445498,0.14285714285714285,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M5,42,8422,7,8415,DESCRIPTIVE,0.7095662507427214,0.001611372363221804,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M5,123,8422,7,8415,DESCRIPTIVE,0.6450386215092098,0.0013913065125772369,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M5,456,8422,7,8415,DESCRIPTIVE,0.6281300398947458,0.0014084012291591726,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M5,789,8422,7,8415,DESCRIPTIVE,0.6705203293438589,0.0016258695414796288,0.0033444816053511705,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M5,1024,8422,7,8415,DESCRIPTIVE,0.6471437059672354,0.0013628101158083027,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M11,42,8422,7,8415,DESCRIPTIVE,0.6754435107376284,0.0015039800197104679,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M11,123,8422,7,8415,DESCRIPTIVE,0.6392326627620746,0.0013384890225038983,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M11,456,8422,7,8415,DESCRIPTIVE,0.6898395721925132,0.0015029516450244113,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M11,789,8422,7,8415,DESCRIPTIVE,0.6599439775910364,0.0013404733890133305,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__MLP__M11,1024,8422,7,8415,DESCRIPTIVE,0.685578473813768,0.0015433960397744871,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,42,8422,7,8415,DESCRIPTIVE,0.7711909006026654,0.0039414037110728425,0.0,0.002369668246445498,0.7142857142857143,422,16,7,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,123,8422,7,8415,DESCRIPTIVE,0.8009761480349715,0.0035171569510211455,0.0,0.004739336492890996,0.42857142857142855,422,12,6,0,0.004739336492890996,0.004739336492890996
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,456,8422,7,8415,DESCRIPTIVE,0.7980816569051864,0.0032749789855893788,0.0,0.002369668246445498,0.42857142857142855,422,14,3,1,0.002369668246445498,0.004739336492890996
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,789,8422,7,8415,DESCRIPTIVE,0.8179271708683473,0.0036903499515612923,0.0,0.004739336492890996,0.42857142857142855,422,14,2,0,0.004739336492890996,0.004739336492890996
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,1024,8422,7,8415,DESCRIPTIVE,0.7760122230710467,0.0032339179205210715,0.0,0.002369668246445498,0.5714285714285714,422,18,10,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,42,8422,7,8415,DESCRIPTIVE,0.8043884220354808,0.0030148387585327845,0.0,0.002369668246445498,0.42857142857142855,422,18,2,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,123,8422,7,8415,DESCRIPTIVE,0.786894151600034,0.002581082756395809,0.0,0.002369668246445498,0.42857142857142855,422,15,4,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,456,8422,7,8415,DESCRIPTIVE,0.8336219336219336,0.003188385745619598,0.0,0.002369668246445498,0.42857142857142855,422,10,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,789,8422,7,8415,DESCRIPTIVE,0.8377132671250319,0.003036899059717756,0.0,0.002369668246445498,0.2857142857142857,422,19,12,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,1024,8422,7,8415,DESCRIPTIVE,0.8429505135387488,0.0031793041148991874,0.0,0.002369668246445498,0.2857142857142857,422,19,14,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,42,8422,7,8415,DESCRIPTIVE,0.6761565232153467,0.0016823854134535808,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,123,8422,7,8415,DESCRIPTIVE,0.6363975893387659,0.0013688826304812636,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,456,8422,7,8415,DESCRIPTIVE,0.6651048298107123,0.0014097499743043183,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,789,8422,7,8415,DESCRIPTIVE,0.6609965198200493,0.001344835300847584,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,1024,8422,7,8415,DESCRIPTIVE,0.6444953739071386,0.0013892079894127795,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,42,8422,7,8415,DESCRIPTIVE,0.49535693065104824,0.0008977675497155173,0.0,0.0,0.0,422,29,5,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,123,8422,7,8415,DESCRIPTIVE,0.5386894151600033,0.00100799786241735,0.0,0.0,0.0,422,19,14,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,456,8422,7,8415,DESCRIPTIVE,0.5629233511586453,0.0011125460648156564,0.0,0.0,0.0,422,25,5,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,789,8422,7,8415,DESCRIPTIVE,0.563576945929887,0.001044326035216123,0.0,0.0,0.0,422,22,14,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,1024,8422,7,8415,DESCRIPTIVE,0.6450980392156862,0.001247554574291244,0.0,0.0,0.0,422,21,20,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,42,8422,7,8415,DESCRIPTIVE,0.7325184619302266,0.0030258328507356746,0.012121212121212121,0.002369668246445498,0.14285714285714285,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,123,8422,7,8415,DESCRIPTIVE,0.7547237076648842,0.002645922866946321,0.007874015748031496,0.002369668246445498,0.2857142857142857,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,456,8422,7,8415,DESCRIPTIVE,0.48695356930651046,0.0010206256136644151,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,789,8422,7,8415,DESCRIPTIVE,0.5776928953399542,0.0014198020807445583,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,1024,8422,7,8415,DESCRIPTIVE,0.7240302181478652,0.0034306524698998753,0.0,0.002369668246445498,0.2857142857142857,422,1,1,0,0.002369668246445498,0.002369668246445498
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,42,8422,7,8415,DESCRIPTIVE,0.49107885578473814,0.0008864291775922684,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,123,8422,7,8415,DESCRIPTIVE,0.49880315762668703,0.0009420340785324009,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,456,8422,7,8415,DESCRIPTIVE,0.49055258467023183,0.0009659949995340874,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,789,8422,7,8415,DESCRIPTIVE,0.5405483405483406,0.001018884594962632,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,1024,8422,7,8415,DESCRIPTIVE,0.6502673796791443,0.0014682778387406952,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,42,7757,6,7751,DESCRIPTIVE,0.7165096976734184,0.002076602178062219,0.0,0.002577319587628866,0.3333333333333333,388,1,1,0,0.002577319587628866,0.002577319587628866
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,123,7757,6,7751,DESCRIPTIVE,0.6114694878080248,0.0013387397415958622,0.0,0.0,0.16666666666666666,388,1,1,0,0.0,0.0
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,456,7757,6,7751,DESCRIPTIVE,0.6448415258246247,0.0018130426748757225,0.005494505494505495,0.002577319587628866,0.3333333333333333,388,1,1,0,0.002577319587628866,0.002577319587628866
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,789,7757,6,7751,DESCRIPTIVE,0.6603018965294801,0.0016623333311217947,0.0,0.0,0.3333333333333333,388,1,1,0,0.0,0.0
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,1024,7757,6,7751,DESCRIPTIVE,0.6643443856706661,0.0018050295316482247,0.00468384074941452,0.0,0.3333333333333333,388,1,1,0,0.0,0.0
