subset,condition,seed,n,positive,negative,status,roc_auc,ap,f1_val_threshold,p_at_5pct,r_at_10fpr,budget,cutoff_tie_rows,selected_from_cutoff_tie,cutoff_tie_positive,tie_p5_min,tie_p5_max
full_test,asof__RandomForest__M11,456,8435,20,8415,DESCRIPTIVE,0.907038027332145,0.03009146184020594,0.07920792079207921,0.02132701421800948,0.65,422,20,13,0,0.02132701421800948,0.02132701421800948
full_test,asof__RandomForest__M11,789,8435,20,8415,DESCRIPTIVE,0.9057040998217468,0.028296338423549453,0.09411764705882353,0.018957345971563982,0.65,422,20,5,1,0.018957345971563982,0.02132701421800948
full_test,asof__RandomForest__M11,1024,8435,20,8415,DESCRIPTIVE,0.9145038621509209,0.028348496752421994,0.09876543209876543,0.02132701421800948,0.65,422,19,6,0,0.02132701421800948,0.02132701421800948
full_test,fixed1095__MLP__M11,42,8435,20,8415,DESCRIPTIVE,0.8362269756387404,0.011761419271222534,0.0,0.011848341232227487,0.55,422,1,1,0,0.011848341232227487,0.011848341232227487
full_test,fixed1095__MLP__M11,123,8435,20,8415,DESCRIPTIVE,0.8002317290552584,0.008752900186955237,0.008849557522123894,0.011848341232227487,0.45,422,1,1,1,0.011848341232227487,0.011848341232227487
full_test,fixed1095__MLP__M11,456,8435,20,8415,DESCRIPTIVE,0.8336363636363636,0.009496629471618355,0.0,0.009478672985781991,0.45,422,1,1,0,0.009478672985781991,0.009478672985781991
full_test,fixed1095__MLP__M11,789,8435,20,8415,DESCRIPTIVE,0.824896019013666,0.010207860247924425,0.0,0.016587677725118485,0.5,422,1,1,0,0.016587677725118485,0.016587677725118485
full_test,fixed1095__MLP__M11,1024,8435,20,8415,DESCRIPTIVE,0.8159150326797386,0.009224783387611499,0.0,0.011848341232227487,0.45,422,1,1,0,0.011848341232227487,0.011848341232227487
full_test,fixed1095__RandomForest__M11,42,8435,20,8415,DESCRIPTIVE,0.7561734997029115,0.012713725352272661,0.0,0.018957345971563982,0.5,422,18,15,0,0.018957345971563982,0.018957345971563982
full_test,fixed1095__RandomForest__M11,123,8435,20,8415,DESCRIPTIVE,0.7861437908496732,0.01479598168840283,0.0,0.02132701421800948,0.5,422,19,5,0,0.02132701421800948,0.02132701421800948
full_test,fixed1095__RandomForest__M11,456,8435,20,8415,DESCRIPTIVE,0.7727658942364825,0.013882188285825199,0.019230769230769232,0.018957345971563982,0.5,422,16,13,0,0.018957345971563982,0.018957345971563982
full_test,fixed1095__RandomForest__M11,789,8435,20,8415,DESCRIPTIVE,0.7959150326797385,0.013955087155439996,0.0,0.018957345971563982,0.5,422,22,6,0,0.018957345971563982,0.018957345971563982
full_test,fixed1095__RandomForest__M11,1024,8435,20,8415,DESCRIPTIVE,0.818972073677956,0.013109602261399473,0.0,0.018957345971563982,0.45,422,21,12,0,0.018957345971563982,0.018957345971563982
full_test,fixed1095__GCN__M11,42,8435,20,8415,DESCRIPTIVE,0.7815389185977422,0.008456985760744686,0.011235955056179775,0.0071090047393364926,0.5,422,1,1,0,0.0071090047393364926,0.0071090047393364926
full_test,fixed1095__GCN__M11,123,8435,20,8415,DESCRIPTIVE,0.81068330362448,0.008049132836491047,0.00749063670411985,0.0071090047393364926,0.4,422,1,1,0,0.0071090047393364926,0.0071090047393364926
full_test,fixed1095__GCN__M11,456,8435,20,8415,DESCRIPTIVE,0.7542543077837195,0.007602150672445136,0.0,0.0071090047393364926,0.5,422,1,1,0,0.0071090047393364926,0.0071090047393364926
full_test,fixed1095__GCN__M11,789,8435,20,8415,DESCRIPTIVE,0.7379857397504457,0.007557614207646983,0.0,0.011848341232227487,0.35,422,1,1,0,0.011848341232227487,0.011848341232227487
full_test,fixed1095__GCN__M11,1024,8435,20,8415,DESCRIPTIVE,0.746916221033868,0.005580186405850598,0.0,0.002369668246445498,0.2,422,1,1,0,0.002369668246445498,0.002369668246445498
full_test,fixed1095__SAGE__M11,42,8435,20,8415,DESCRIPTIVE,0.7495424836601308,0.007048087761262012,0.0,0.009478672985781991,0.45,422,1,1,0,0.009478672985781991,0.009478672985781991
full_test,fixed1095__SAGE__M11,123,8435,20,8415,DESCRIPTIVE,0.7230718954248366,0.008013072365992809,0.0,0.011848341232227487,0.45,422,1,1,0,0.011848341232227487,0.011848341232227487
full_test,fixed1095__SAGE__M11,456,8435,20,8415,DESCRIPTIVE,0.6887581699346405,0.007597440982892712,0.023809523809523808,0.009478672985781991,0.35,422,1,1,0,0.009478672985781991,0.009478672985781991
full_test,fixed1095__SAGE__M11,789,8435,20,8415,DESCRIPTIVE,0.7308793820558527,0.007251530932379475,0.0,0.009478672985781991,0.35,422,1,1,0,0.009478672985781991,0.009478672985781991
full_test,fixed1095__SAGE__M11,1024,8435,20,8415,DESCRIPTIVE,0.7959893048128341,0.007202339090377877,0.0,0.004739336492890996,0.35,422,1,1,0,0.004739336492890996,0.004739336492890996
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,42,8422,7,8415,DESCRIPTIVE,0.7021305491893727,0.001594842942636717,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,123,8422,7,8415,DESCRIPTIVE,0.6337322807911043,0.0013721194719834404,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,456,8422,7,8415,DESCRIPTIVE,0.611085646379764,0.0012319865215589798,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,789,8422,7,8415,DESCRIPTIVE,0.6724386724386725,0.0014919086764824995,0.0028089887640449437,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,1024,8422,7,8415,DESCRIPTIVE,0.6573805279687632,0.0013754655341612276,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,42,8422,7,8415,DESCRIPTIVE,0.6818775995246583,0.0015164246515363877,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,123,8422,7,8415,DESCRIPTIVE,0.6655801714625245,0.001421685478066197,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,456,8422,7,8415,DESCRIPTIVE,0.6910618792971734,0.0015177784015506417,0.0,0.0,0.14285714285714285,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,789,8422,7,8415,DESCRIPTIVE,0.6472455648926237,0.001282775188720358,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,1024,8422,7,8415,DESCRIPTIVE,0.6829980477039301,0.0014786638931601741,0.0,0.0,0.0,422,1,1,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,42,8422,7,8415,DESCRIPTIVE,0.6821152703505645,0.0014523707480557934,0.0,0.0,0.14285714285714285,422,13,5,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,123,8422,7,8415,DESCRIPTIVE,0.7206349206349206,0.0016754409296692802,0.0,0.0,0.14285714285714285,422,12,9,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,456,8422,7,8415,DESCRIPTIVE,0.6708853238265002,0.0015548991271350904,0.0,0.0,0.14285714285714285,422,10,5,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,789,8422,7,8415,DESCRIPTIVE,0.679382055852644,0.0015840049823616022,0.0,0.0,0.14285714285714285,422,18,2,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,1024,8422,7,8415,DESCRIPTIVE,0.7143281555046261,0.001748806503767039,0.0,0.0,0.14285714285714285,422,21,3,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,42,8422,7,8415,DESCRIPTIVE,0.7063237416178593,0.0014595458935677667,0.0,0.0,0.0,422,13,2,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,123,8422,7,8415,DESCRIPTIVE,0.7642814701638231,0.0019469515318809778,0.0,0.0,0.14285714285714285,422,15,3,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,456,8422,7,8415,DESCRIPTIVE,0.7305576776165011,0.0017994393517695322,0.0,0.0,0.0,422,19,15,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,789,8422,7,8415,DESCRIPTIVE,0.7380103556574145,0.001753637665917811,0.0,0.0,0.14285714285714285,422,15,11,0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,1024,8422,7,8415,DESCRIPTIVE,0.7179526355996944,0.001589904738495811,0.0,0.0,0.0,422,10,8,0,0.0,0.0
