family,label,left,right,modal,roc_auc_observed_delta,roc_auc_bootstrap_ci_lo,roc_auc_bootstrap_ci_hi,roc_auc_bootstrap_prob_delta_le_0,ap_observed_delta,ap_bootstrap_ci_lo,ap_bootstrap_ci_hi,ap_bootstrap_prob_delta_le_0,f1_observed_delta,f1_bootstrap_ci_lo,f1_bootstrap_ci_hi,f1_bootstrap_prob_delta_le_0,p_at_5pct_observed_delta,p_at_5pct_bootstrap_ci_lo,p_at_5pct_bootstrap_ci_hi,p_at_5pct_bootstrap_prob_delta_le_0,r_at_10fpr_observed_delta,r_at_10fpr_bootstrap_ci_lo,r_at_10fpr_bootstrap_ci_hi,r_at_10fpr_bootstrap_prob_delta_le_0,model,tabular_model
neural_modality,label_v1_strict_ab_primary,GAT_M10,GAT_M5,,0.00996375519904924,-0.038144758601687465,0.0586505423218758,0.347,-9.993729574433877e-05,-0.0018015221728154432,0.0011272545372182513,0.5805,5.523723154293248e-05,-0.0016360197189464259,0.002202010479570732,0.5255,-0.0009478672985781989,-0.0037916943409395374,0.002843601895734597,0.66,-0.020000000000000018,-0.10000000000000003,0.07620879120879112,0.7475,GAT,
neural_modality,label_v1_strict_ab_primary,GAT_M11,GAT_M5,,0.01974628639334519,-0.042172945800000465,0.080320950884785,0.241,0.00019560638902288516,-0.0016710405172065815,0.002660548659602384,0.414,0.004851345265927369,-0.0002705252674455584,0.013749120540048548,0.0565,-0.0014218009478672985,-0.004285714285714287,0.0018957345971563984,0.829,0.030000000000000027,-0.0750480769230769,0.12307692307692306,0.3385,GAT,
neural_modality,label_v1_strict_ab_primary,GAT_M11,GAT_M10,,0.009782531194295951,-0.043082527822353535,0.05746730006890052,0.3285,0.00029554368476722393,-0.0005603747145224488,0.0023328058540023405,0.265,0.004796108034384437,0.000586929814558622,0.01171304828411434,0.003,-0.00047393364928909965,-0.0037914691943127963,0.002375296912114015,0.7295,0.050000000000000044,-0.03449025487256373,0.1294117647058824,0.1315,GAT,
audit_ablation,label_v1_strict_ab_primary,GAT_M11,GAT_M11_NOAUDIT,,0.011689839572192495,-0.03922809018413198,0.06258657041243275,0.3035,6.68551349304481e-05,-0.001582178076935812,0.0012233853410798428,0.451,-0.0023985698367640232,-0.008294610254386102,0.0009789189878713508,0.7785,-0.00047393364928909965,-0.0033018867924528308,0.0018912529550827424,0.699,0.08000000000000002,-0.04444444444444445,0.1894736842105263,0.1215,GAT,
neural_modality,label_v1_strict_ab_primary,SAGE_M10,SAGE_M5,,0.07881996434937621,-0.005739449763512691,0.1655995210472196,0.0325,0.0034406813101545905,-0.00019062144727502643,0.010378835304316061,0.034,0.01905825657585179,0.002515453751690024,0.04230979331417297,0.0165,0.005213270142180095,-0.0009501187648456055,0.014657210401891252,0.069,0.12,-0.11669117647058823,0.37272727272727263,0.1685,SAGE,
neural_modality,label_v1_strict_ab_primary,SAGE_M11,SAGE_M5,,0.0716993464052289,-0.016806179668697435,0.16226737380371095,0.0625,0.0030550647360978317,-0.0007519209664185323,0.010179875525500762,0.0555,0.015552327465261735,0.0032341989801045463,0.03248076872171619,0.0165,0.005687203791469194,-0.0004728132387706854,0.014657210401891253,0.0465,0.12999999999999995,-0.11432330827067679,0.3579473684210524,0.152,SAGE,
neural_modality,label_v1_strict_ab_primary,SAGE_M11,SAGE_M10,,-0.007120617944147312,-0.03799662419497636,0.026373897607530367,0.687,-0.0003856165740567588,-0.0020210478212168304,0.0008575537512085128,0.7575,-0.0035059291105900524,-0.014385191112003594,0.0056474336379925445,0.7685,0.0004739336492890992,-0.000952380952380952,0.0018957345971563951,0.448,0.009999999999999953,-0.09999999999999998,0.10911363636363627,0.5205,SAGE,
audit_ablation,label_v1_strict_ab_primary,SAGE_M11,SAGE_M11_NOAUDIT,,0.04245395127748064,-0.019179712780970234,0.13096440964577252,0.1105,0.0022328364661907156,-0.0014874097380658691,0.009402105884082005,0.112,0.006425926844937681,-0.01333379729074063,0.027452331606527474,0.256,0.0028436018957345988,-0.006676886792452829,0.013270142180094788,0.258,0.09000000000000002,-0.04446969696969692,0.28571428571428564,0.125,SAGE,
neural_modality,label_v1_strict_ab_primary,RGCN_M10,RGCN_M5,,0.0650386215092098,-0.033081720888892316,0.16933339257748786,0.1,0.003199973129023357,7.12180033532474e-05,0.010901536714406043,0.0235,0.010864911552068594,0.0,0.02821434818399693,0.0515,0.004739336492890995,0.00047281323877068583,0.009026128266033254,0.019,0.13,-0.057142857142857106,0.35,0.089,RGCN,
neural_modality,label_v1_strict_ab_primary,RGCN_M11,RGCN_M5,,0.06872251931075468,-0.0375944167600368,0.17449083142038835,0.1015,0.002461425410098342,-0.00145565784508,0.009985190524882408,0.0885,0.00890422448346916,-0.0028072646404744255,0.027191543222095278,0.1445,0.0042654028436018955,-0.0018913649961345847,0.009600744935966075,0.1005,0.10999999999999999,-0.09166666666666662,0.3111111111111111,0.145,RGCN,
neural_modality,label_v1_strict_ab_primary,RGCN_M11,RGCN_M10,,0.0036838978015448776,-0.02867070244921928,0.0365723273897438,0.4135,-0.000738547718925015,-0.004058390053092864,0.0009619110837527129,0.7885,-0.0019606870685994343,-0.006442104676708848,0.0010319496974401717,0.8415,-0.0004739336492890992,-0.003782505910165485,0.002843601895734597,0.6665,-0.020000000000000018,-0.14482758620689656,0.08571428571428569,0.6695,RGCN,
audit_ablation,label_v1_strict_ab_primary,RGCN_M11,RGCN_M11_NOAUDIT,,0.027710041592394652,-0.033022138046978906,0.10035505146895905,0.1885,0.0017699026402540792,-0.0022065831616768887,0.01165563965689989,0.197,0.0093901879959098,-0.008127607259333399,0.0323173953400389,0.1885,0.0037914691943127963,-0.004728132387706855,0.012351543942992873,0.213,0.04999999999999999,-0.13000000000000006,0.2615384615384615,0.3125,RGCN,
label_robustness_architecture,label_v1_strict_aonly_sensitivity,AONLY_MLP_M11,AONLY_GCN_M11,M11,0.17850955374175181,0.07792284480578092,0.2991350878129751,0.0,0.006441542248841816,0.0016366675562289794,0.022924089585389017,0.001,0.018778329591535383,0.0011299435028248588,0.04907690754820444,0.018,0.01090047393364929,0.002358490566037736,0.021750697455547707,0.002,0.2947368421052631,0.047058823529411764,0.5066923076923074,0.0115,,
label_robustness_architecture,label_v1_strict_aonly_sensitivity,AONLY_MLP_M11,AONLY_GAT_M11,M11,0.2181186477780903,0.11189402735870276,0.3205369227207433,0.0,0.006603770153627904,0.0012440655438244314,0.023380934321443995,0.006,0.016951845573270542,-0.0008129999912080675,0.0477485227670298,0.0465,0.009478672985781991,0.0009456264775413712,0.02033096926713948,0.0125,0.3052631578947368,0.046086956521739136,0.517705882352941,0.0095,,
label_robustness_architecture,label_v1_strict_aonly_sensitivity,AONLY_MLP_M11,AONLY_SAGE_M11,M11,0.09613847452856727,0.008007968154218696,0.18742515319514552,0.0125,0.0028041400989039745,-0.0032193956517998497,0.015887121688621,0.151,0.003939621436173362,-0.022758346568287093,0.0341715191558712,0.3945,0.002843601895734597,-0.002375438298834976,0.009953197644966284,0.222,0.09473684210526306,-0.04999999999999999,0.20801739130434774,0.136,,
label_robustness_architecture,label_v1_strict_aonly_sensitivity,AONLY_MLP_M11,AONLY_RGCN_M11,M11,0.1682909591268723,0.07977352829299592,0.24799264667607443,0.0,0.0026246320305760573,-0.015641684918309674,0.017706234074237884,0.284,-0.005543656224067453,-0.05463269093870393,0.038039354238666376,0.5655,0.003317535545023698,-0.004706159822419534,0.012826603325415676,0.239,0.14736842105263154,-0.033333333333333326,0.28421052631578947,0.061,,
label_robustness_architecture,label_v1_loose_ab_sensitivity,LOOSE_MLP_M11,LOOSE_GCN_M11,M11,0.15281359658394278,0.06821573837561397,0.23005942378627955,0.0005,0.010427303699211054,0.00202043464258536,0.023684396966588063,0.0055,0.03263611182877124,0.008455983234432361,0.06137710507546653,0.0025,0.016113744075829384,0.0038004750593824245,0.032153204934287916,0.003,0.2580645161290323,0.07804200542005427,0.42400606060606066,0.0015,,
label_robustness_architecture,label_v1_loose_ab_sensitivity,LOOSE_MLP_M11,LOOSE_GAT_M11,M11,0.17326766160740692,0.09968165382715356,0.25458198215912,0.0,0.010502563588063573,0.002801662956181368,0.023556235539789375,0.0025,0.027120059253895136,-0.0002844180516334681,0.05732746155166135,0.0285,0.015639810426540283,0.003782505910165485,0.031283344617467825,0.003,0.25161290322580643,0.07328571428571426,0.42163663663663653,0.004,,
label_robustness_architecture,label_v1_loose_ab_sensitivity,LOOSE_MLP_M11,LOOSE_SAGE_M11,M11,0.05679002855682336,-0.012929131590052184,0.14009008204853318,0.067,0.0016403657534097872,-0.0033145146591253656,0.008156149094018355,0.258,-0.0012726706775895782,-0.023262403117303296,0.018322162699245054,0.5315,0.0018957345971563969,-0.0033096926713948004,0.009952606635071085,0.2305,0.0,-0.0928571428571428,0.09704545454545409,0.54,,
label_robustness_architecture,label_v1_loose_ab_sensitivity,LOOSE_MLP_M11,LOOSE_RGCN_M11,M11,0.06166621185857635,-0.0036752935263396204,0.13995167751624,0.0345,0.0015737200715154817,-0.014897094577445431,0.008318474289076568,0.3395,0.002375574642530319,-0.023371925734364946,0.027182674537386008,0.4395,0.0009478672985781984,-0.005687203791469191,0.010926365795724462,0.3445,0.06451612903225806,-0.020012820512820526,0.13916568742655683,0.084,,
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M5,TABW_Lasso_M5,M5,0.1223208556149733,-0.013887920794764716,0.26827294643947414,0.043,0.0004750322432810362,-0.00802267034296333,0.005083741025106389,0.4045,-0.016547905596154447,-0.07478992882277694,0.016035722948946767,0.6145,-0.00047393364928909835,-0.007619047619047617,0.0052012537393701045,0.653,0.0,-0.12999999999999995,0.14736842105263154,0.5285,,Lasso
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M5,TABW_Ridge_M5,M5,0.12302198455139646,-0.013637280181173621,0.27365046053094827,0.0435,0.0007746082314191386,-0.007737164920143297,0.005804411303554654,0.3575,-0.012866513360545343,-0.06194004195418201,0.016035722948946767,0.6055,0.0018957345971563986,-0.005225653206650831,0.008560821573284845,0.392,0.04999999999999999,-0.11335714285714286,0.23752403846153833,0.298,,Ridge
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M5,TABW_RandomForest_M5,M5,-0.000922162804515736,-0.07253004115730416,0.07821036812196147,0.5535,-0.006505107978652917,-0.04749133462823091,0.00029794965601541304,0.958,-0.027782129092050228,-0.10122484038195399,0.011989675680799894,0.7105,-0.008530805687203791,-0.018052256532066508,-0.0018912529550827424,1.0,-0.04999999999999999,-0.22105263157894728,0.07778985507246365,0.778,,RandomForest
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M5,TABW_XGBoost_M5,M5,0.09115626856803338,-0.01574070649101007,0.20312145474911414,0.0475,-0.0022611973044582914,-0.01053333317646581,0.0013903773406319026,0.846,-0.016742155790404643,-0.05415556429798724,0.010598291928508913,0.8185,-0.00995260663507109,-0.021327014218009473,-0.002369668246445497,1.0,-0.04999999999999999,-0.22105263157894728,0.07778985507246365,0.778,,XGBoost
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M10,TABW_Lasso_M10,M10,0.18292275698158056,0.03486119221851813,0.3358092449011399,0.0075,0.004046247750940333,-0.0037828342860634218,0.01369109003744441,0.119,0.025184171676800142,0.002116402116402116,0.05430368004877084,0.0165,0.0033175355450236945,-0.0047169811320754715,0.012707384230287852,0.2145,0.25,0.06659090909090906,0.39999999999999997,0.006,,Lasso
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M10,TABW_Ridge_M10,M10,0.18503921568627446,0.03500486474205832,0.34568052866511184,0.007,0.0038424053675494554,-0.00418182402039986,0.013373943605236516,0.1345,0.025184171676800142,0.002116402116402116,0.05430368004877084,0.0165,0.0033175355450236945,-0.0047169811320754715,0.012360402403241533,0.215,0.2,-0.03849999999999997,0.36475490196078403,0.0505,,Ridge
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M10,TABW_RandomForest_M10,M10,0.05213963161021984,-0.0011121516419639761,0.11220339784065396,0.027,-0.00026799290263979786,-0.014606295295858432,0.005776355268694528,0.588,0.011771104124197705,-0.00917422509038226,0.03596311604790992,0.155,-0.0014218009478672994,-0.009953197644966286,0.007075471698113208,0.6195,0.12,-0.1333333333333333,0.36,0.1745,,RandomForest
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M10,TABW_XGBoost_M10,M10,0.14995306001188358,0.024095944038130698,0.27807937464943483,0.008,0.0059136173925666445,0.0008547488209176496,0.016370830204505478,0.01,0.025184171676800142,0.002116402116402116,0.05430368004877084,0.0165,0.0033175355450236945,-0.005687203791469194,0.015602836879432622,0.215,0.2,-0.06153846153846154,0.44005263157894714,0.071,,XGBoost
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M11,TABW_Lasso_M11,M11,0.17424004753416522,0.01343713063238175,0.33054927499325865,0.0145,0.003518660109429708,-0.007464514336296996,0.01807323653514902,0.2255,0.014519478674960996,0.0011048962756647336,0.038931205972644864,0.0205,0.005213270142180097,-0.0037914691943127963,0.016587677725118485,0.1515,0.14000000000000007,-0.0353208556149733,0.31669117647058814,0.0565,,Lasso
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M11,TABW_Ridge_M11,M11,0.17603565062388604,0.012494942481914706,0.33835958398490945,0.0165,0.003444652814330415,-0.007448906896210871,0.018145084196805217,0.2275,0.014519478674960996,0.0011048962756647336,0.038931205972644864,0.0205,0.005213270142180097,-0.004750593824228029,0.016037735849056604,0.194,0.14000000000000007,-0.11002777777777777,0.31539473684210517,0.146,,Ridge
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M11,TABW_RandomForest_M11,M11,0.024950089126559827,-0.028211000184524892,0.08036494221209768,0.203,-0.00035059053231773114,-0.012260337014710462,0.006515575620541916,0.5985,-0.006967445156356427,-0.034925723417056,0.00775576718671539,0.638,0.0004739336492891027,-0.01042654028436019,0.010901121230201167,0.521,0.08000000000000002,-0.1523949579831932,0.2941331269349844,0.262,,RandomForest
matched_weight_cross_family,label_v1_strict_ab_primary,MLP_M11,TABW_XGBoost_M11,M11,0.17335591206179457,0.03412789393128871,0.2994842868892515,0.006,0.005894638193743958,-0.0008704824893705704,0.019508274659750826,0.039,0.014519478674960996,0.0011048962756647336,0.038931205972644864,0.0205,0.01232227488151659,-0.002830188679245283,0.023171985815602814,0.0645,0.14000000000000007,-0.16363636363636364,0.3999999999999999,0.174,,XGBoost
weighted_tabular_modality,label_v1_strict_ab_primary,TABW_Lasso_M10,TABW_Lasso_M5,,0.02199168152109321,-0.08422687081767873,0.11690184991485368,0.3155,0.001388020144969234,-0.005223919811413483,0.010428936014594813,0.33,-0.02777777777777778,-0.09090909090909091,0.0,1.0,0.0023696682464454987,-0.007109004739336493,0.014218009478672987,0.416,-0.04999999999999999,-0.2777777777777778,0.25041666666666446,0.6615,Lasso,
