condition,n_seeds,n_boot,cluster_unit,test_n,test_pos,company_clusters,brier_observed_mean,brier_ci_lo,brier_ci_hi,log_loss_observed_mean,log_loss_ci_lo,log_loss_ci_hi,ece15_observed_mean,ece15_ci_lo,ece15_ci_hi,mce15_observed_mean,mce15_ci_lo,mce15_ci_hi,mean_predicted_probability_observed_mean,mean_predicted_probability_ci_lo,mean_predicted_probability_ci_hi,brier_skill_vs_constant_base_rate_observed_mean,brier_skill_vs_constant_base_rate_ci_lo,brier_skill_vs_constant_base_rate_ci_hi,roc_auc_observed_mean,roc_auc_ci_lo,roc_auc_ci_hi,ap_observed_mean,ap_ci_lo,ap_ci_hi
raw_sigmoid,5,2000,company_code,8435,20,4531,0.249889824709779,0.24672078927312174,0.25295236348200106,0.7085035276415309,0.6981011504919972,0.7195580334323275,0.484169154928017,0.4811299688303743,0.48717593763471023,0.9839868425634448,0.9782063729177124,0.9887050504383876,0.48654022783850903,0.48356247227869376,0.4894852903751973,-104.64151731126933,-192.5218387143194,-68.05730936263892,0.8318882947118242,0.7619941902098556,0.8962367842062415,0.010937965606419487,0.005210173256437685,0.02606834827752779
platt_validation_only,5,2000,company_code,8435,20,4531,0.0024722205292205743,0.0013531504738518224,0.003713416713631503,0.017523610088521765,0.011776776116759268,0.0239466998234827,0.0029437719265491963,0.0016942671858926476,0.004074817475179327,0.4432148190161522,0.2974022141779262,0.4438779330159444,0.005314844837041194,0.005135077931686761,0.005528020977979365,-0.04513710447494797,-0.11042528311813962,-0.012665810127053917,0.8318882947118242,0.7619941902098556,0.8962367842062415,0.010937965606419487,0.005210173256437685,0.02606834827752779
