left_condition,right_condition,delta_definition,resampling_scheme,metric,observed_mean_paired_delta,seed_paired_delta_sd,ci_low,ci_high,n_matched_seeds,n_company_clusters,n_test_rows,n_test_positives,bootstrap_replicates
STORED_MLP_M11,REVERSE_RGCN_M11,left_minus_right,company_x_matched_seed,f1_val_threshold,-0.0012010085155528874,0.00607402757296691,-0.0244907875989587,0.028714239332654098,5,4531,8435,20,2000
STORED_MLP_M11,REVERSE_RGCN_M11,left_minus_right,company_x_matched_seed,p_at_5pct,0.005213270142180095,0.00455814788191264,-0.0028503562945368186,0.01698213568847852,5,4531,8435,20,2000
STORED_MLP_M11,REVERSE_RGCN_M11,left_minus_right,company_x_matched_seed,r_at_10fpr,0.050000000000000024,0.06123724356957946,-0.15714285714285714,0.24004166666666643,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GCN_M11,left_minus_right,company_x_matched_seed,roc_auc,0.1890291146761735,0.06518820001223516,0.08793696105175228,0.31002985771804764,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GCN_M11,left_minus_right,company_x_matched_seed,ap,0.006590403437104997,0.00184753872699191,0.0011541394489913493,0.020878446195247917,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GCN_M11,left_minus_right,company_x_matched_seed,f1_val_threshold,0.014519478674960996,0.004588317343680101,0.0,0.040097691897973915,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GCN_M11,left_minus_right,company_x_matched_seed,p_at_5pct,0.01090047393364929,0.0061793387727039325,0.0009478672985781984,0.02364206245168229,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GCN_M11,left_minus_right,company_x_matched_seed,r_at_10fpr,0.26,0.09617692030835673,0.007999999999999952,0.5076923076923076,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GAT_M11,left_minus_right,company_x_matched_seed,roc_auc,0.22047177658942366,0.03004445703813121,0.11495824645209483,0.3310867994379293,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GAT_M11,left_minus_right,company_x_matched_seed,ap,0.006994039626645282,0.0008480356766828939,0.0018569257697272933,0.02147896550118182,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GAT_M11,left_minus_right,company_x_matched_seed,f1_val_threshold,0.008546900052341266,0.012704700689283895,-0.015522402934940982,0.03678070287908078,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GAT_M11,left_minus_right,company_x_matched_seed,p_at_5pct,0.012322274881516587,0.004558147881912641,0.0014217169170784175,0.02447348073981364,5,4531,8435,20,2000
STORED_MLP_M11,STORED_GAT_M11,left_minus_right,company_x_matched_seed,r_at_10fpr,0.22999999999999998,0.08366600265340754,0.0079923076923077,0.4736842105263157,5,4531,8435,20,2000
STORED_MLP_M11,STORED_SAGE_M11,left_minus_right,company_x_matched_seed,roc_auc,0.07194414735591208,0.030420675133602703,-0.0009616780875620953,0.1651042814501087,5,4531,8435,20,2000
STORED_MLP_M11,STORED_SAGE_M11,left_minus_right,company_x_matched_seed,ap,0.002572326716711538,0.0015678155601602944,-0.0025555714671227285,0.013711794877916149,5,4531,8435,20,2000
STORED_MLP_M11,STORED_SAGE_M11,left_minus_right,company_x_matched_seed,f1_val_threshold,-0.002093856747860422,0.009159776449419562,-0.029480526384568544,0.02137263227104474,5,4531,8435,20,2000
STORED_MLP_M11,STORED_SAGE_M11,left_minus_right,company_x_matched_seed,p_at_5pct,0.0037914691943127963,0.005455385987308691,-0.0019002375296912118,0.012796208530805687,5,4531,8435,20,2000
STORED_MLP_M11,STORED_SAGE_M11,left_minus_right,company_x_matched_seed,r_at_10fpr,0.030000000000000006,0.0570087712549569,-0.09413312693498457,0.16666666666666663,5,4531,8435,20,2000
STORED_MLP_M11,STORED_RGCN_M11,left_minus_right,company_x_matched_seed,roc_auc,0.11608556149732627,0.03687046035599438,0.031904480289558466,0.1976445487806473,5,4531,8435,20,2000
STORED_MLP_M11,STORED_RGCN_M11,left_minus_right,company_x_matched_seed,ap,0.0034023296804074885,0.0012982927323314845,-0.006328005663017775,0.016211760655053208,5,4531,8435,20,2000
STORED_MLP_M11,STORED_RGCN_M11,left_minus_right,company_x_matched_seed,f1_val_threshold,-0.0014516098652338084,0.00274183265238108,-0.034254097753399694,0.03147142407823536,5,4531,8435,20,2000
STORED_MLP_M11,STORED_RGCN_M11,left_minus_right,company_x_matched_seed,p_at_5pct,0.004739336492890996,0.0029022390317336236,-0.0028370474942018744,0.014691943127962084,5,4531,8435,20,2000
STORED_MLP_M11,STORED_RGCN_M11,left_minus_right,company_x_matched_seed,r_at_10fpr,0.09000000000000002,0.08215838362577492,-0.0923529411764706,0.25929951690821235,5,4531,8435,20,2000
